id,title,genres,averageRating,numVotes,releaseYear
tt0326856,Envy,"[""Comedy""]",4.8,32572,2004
tt0107387,Leprechaun,"[""Comedy"", ""Fantasy"", ""Horror""]",4.8,31117,1993
tt2339741,"The Woman in Black 2: Angel of Death","[""Drama"", ""Horror"", ""Thriller""]",4.8,29832,2014
tt0411951,Tekken,"[""Action"", ""Crime"", ""Drama""]",4.8,28784,2010
tt11514780,"Choose or Die","[""Drama"", ""Horror"", ""Thriller""]",4.8,26745,2022
tt0335121,Godsend,"[""Action"", ""Drama"", ""Fantasy""]",4.8,26709,2004
tt0231402,"Crocodile Dundee in Los Angeles","[""Action"", ""Adventure"", ""Comedy""]",4.8,26501,2001
tt14060094,Blacklight,"[""Action"", ""Drama"", ""Thriller""]",4.8,25505,2022
tt0104009,"Cool World","[""Animation"", ""Comedy"", ""Fantasy""]",4.8,25388,1992
tt14088510,Tarot,"[""Horror""]",4.8,24447,2024
tt0411705,"9 Songs","[""Drama"", ""Music"", ""Romance""]",4.8,24328,2004
tt0480271,"Van Wilder: The Rise of Taj","[""Comedy"", ""Romance""]",4.8,24196,2006
tt2578802,"Remember the Monsters?","[""Crime"", ""Drama"", ""Mystery""]",4.8,23263,2013
tt12783454,"The Kissing Booth 3","[""Comedy"", ""Romance""]",4.8,23185,2021
tt0467110,Underdog,"[""Action"", ""Adventure"", ""Comedy""]",4.8,22981,2007
tt1134854,"Survival of the Dead","[""Comedy"", ""Drama"", ""Horror""]",4.8,22766,2009
tt4244162,"Beta Test","[""Action"", ""Sci-Fi"", ""Thriller""]",4.8,22105,2016
tt13069986,"After We Fell","[""Drama"", ""Romance""]",4.8,21423,2021
tt14042066,Dobaaraa,"[""Drama"", ""Fantasy"", ""Mystery""]",4.8,21138,2022
tt2784512,Zombeavers,"[""Comedy"", ""Horror""]",4.8,20976,2014
tt2112131,"Fearless 2","[""Action"", ""Comedy"", ""Crime""]",4.8,20209,2012
tt0134983,Supernova,"[""Horror"", ""Sci-Fi"", ""Thriller""]",4.8,19717,2000
tt0166276,Monkeybone,"[""Comedy"", ""Fantasy""]",4.8,19431,2001
tt0144814,"The Rage: Carrie 2","[""Drama"", ""Horror"", ""Sci-Fi""]",4.8,18291,1999
tt6394324,Charmed,"[""Drama"", ""Fantasy"", ""Mystery""]",4.8,18215,2018
tt15387030,Day,"[""Action"", ""Adventure"", ""Drama""]",4.8,17866,2024
tt0086361,"Staying Alive","[""Drama"", ""Music"", ""Romance""]",4.8,17855,1983
tt0143808,"Pocahontas 2: Journey to a New World","[""Adventure"", ""Animation"", ""Drama""]",4.8,17669,1998
tt1801552,Gotti,"[""Biography"", ""Crime"", ""Drama""]",4.8,17436,2018
tt1975159,"Flight 7500","[""Drama"", ""Horror"", ""Sci-Fi""]",4.8,17396,2014
tt4565520,"The Layover","[""Comedy"", ""Romance""]",4.8,17217,2017
tt21307994,Skinamarink,"[""Horror"", ""Mystery""]",4.8,16999,2022
tt0484562,"The Seeker: The Dark Is Rising","[""Adventure"", ""Drama"", ""Family""]",4.8,15936,2007
tt1935897,"Amityville: The Awakening","[""Horror"", ""Thriller""]",4.8,15825,2017
tt8461224,"The Tax Collector","[""Action"", ""Crime"", ""Drama""]",4.8,15730,2020
tt0409011,Lovewrecked,"[""Adventure"", ""Comedy"", ""Romance""]",4.8,15678,2005
tt5689068,"Why We're Killing Gunther","[""Action"", ""Comedy"", ""Thriller""]",4.8,15570,2017
tt12004280,"Too Hot to Handle","[""Documentary"", ""Game-Show"", ""Reality-TV""]",4.8,15374,2020
tt0772193,Primeval,"[""Action"", ""Adventure"", ""Crime""]",4.8,15300,2007
tt2582500,"Shut In","[""Drama"", ""Horror"", ""Mystery""]",4.8,15158,2016
tt26926267,"Mother of the Bride","[""Comedy"", ""Drama"", ""Romance""]",4.8,14964,2024
tt0108539,"Weekend at Bernie's II","[""Adventure"", ""Comedy"", ""Fantasy""]",4.8,14679,1993
tt0283632,They,"[""Horror"", ""Mystery"", ""Thriller""]",4.8,14164,2002
tt1576699,"Mirrors 2","[""Horror"", ""Mystery""]",4.8,13713,2010
tt11950142,"Just Jen","[""Action"", ""Adventure"", ""Comedy""]",4.8,13342,2022
tt0162983,"Hanging Up","[""Comedy"", ""Drama""]",4.8,13286,2000
tt1705952,Tarzan,"[""Action"", ""Adventure"", ""Animation""]",4.8,13133,2013
tt0120695,"From Dusk Till Dawn 3: The Hangman's Daughter","[""Horror"", ""Thriller"", ""Western""]",4.8,12829,1999
tt1780762,Aftershock,"[""Action"", ""Adventure"", ""Horror""]",4.8,12560,2012
tt1319733,"Road Trip: Beer Pong","[""Comedy""]",4.8,12489,2009
tt1231287,"Labor Pains","[""Comedy"", ""Romance""]",4.8,12215,2009
tt1132449,"Lay the Favorite","[""Comedy"", ""Drama"", ""Romance""]",4.8,12192,2012
tt1756851,Twixt,"[""Comedy"", ""Fantasy"", ""Horror""]",4.8,12056,2011
tt6843812,"Baaghi 2","[""Action"", ""Crime"", ""Drama""]",4.8,11913,2018
tt12592252,Songbird,"[""Drama"", ""Sci-Fi"", ""Thriller""]",4.8,11876,2020
tt5498354,"Horizon Line","[""Action"", ""Adventure"", ""Drama""]",4.8,11855,2020
tt8075016,"The Courier","[""Action"", ""Crime"", ""Drama""]",4.8,11826,2019
tt3836512,Ratter,"[""Drama"", ""Horror"", ""Thriller""]",4.8,11596,2015
tt0160484,"Lost Souls","[""Drama"", ""Horror"", ""Thriller""]",4.8,11472,2000
tt0084814,"Trail of the Pink Panther","[""Comedy"", ""Crime"", ""Mystery""]",4.8,11426,1982
tt5862166,"The Poison Rose","[""Crime"", ""Mystery"", ""Thriller""]",4.8,11416,2019
tt0093608,Nekromantik,"[""Horror""]",4.8,11317,1988
tt0094321,"Who's That Girl","[""Comedy"", ""Music"", ""Romance""]",4.8,11266,1987
tt4552524,Jeruzalem,"[""Horror"", ""Sci-Fi"", ""Thriller""]",4.8,11250,2015
tt2247692,"2016: Obama's America","[""Documentary""]",4.8,11051,2012
tt1945062,"About Cherry","[""Drama""]",4.8,11038,2012
tt0119214,"Gone Fishin'","[""Comedy"", ""Crime""]",4.8,10743,1997
tt1407049,Altitude,"[""Horror"", ""Mystery"", ""Sci-Fi""]",4.8,10700,2010
tt4157728,"The Last Boy","[""Fantasy"", ""Mystery"", ""Sci-Fi""]",4.8,10405,2019
tt0267248,Abandon,"[""Drama"", ""Mystery"", ""Romance""]",4.8,10234,2002
tt7838536,Awoken,"[""Horror"", ""Mystery"", ""Thriller""]",4.8,10211,2019
tt0100475,Repossessed,"[""Comedy"", ""Fantasy"", ""Horror""]",4.8,10109,1990
tt1324999,"The Twilight Saga: Breaking Dawn - Part 1","[""Adventure"", ""Drama"", ""Fantasy""]",4.9,257945,2011
tt0120891,"Wild Wild West","[""Action"", ""Comedy"", ""Sci-Fi""]",4.9,168769,1999
tt0305357,"Charlie's Angels: Full Throttle","[""Action"", ""Adventure"", ""Comedy""]",4.9,134359,2003
tt0118615,Anaconda,"[""Action"", ""Adventure"", ""Horror""]",4.9,114126,1997
tt3605418,"Knock Knock","[""Crime"", ""Thriller""]",4.9,107130,2015
tt1045778,"Year One","[""Comedy""]",4.9,104801,2009
tt1320261,"Gulliver's Travels","[""Adventure"", ""Comedy"", ""Family""]",4.9,74582,2010
tt1273235,"A Serbian Film","[""Horror"", ""Mystery"", ""Thriller""]",4.9,73756,2010
tt0938330,"Silent Hill: Revelation","[""Horror"", ""Mystery"", ""Thriller""]",4.9,67561,2012
tt1093357,"The Darkest Hour","[""Action"", ""Adventure"", ""Horror""]",4.9,64389,2011
tt1029360,Poltergeist,"[""Horror"", ""Thriller""]",4.9,62295,2015
tt0983946,"Fantasy Island","[""Fantasy"", ""Horror"", ""Mystery""]",4.9,60040,2020
tt0228333,"Ghosts of Mars","[""Action"", ""Horror"", ""Sci-Fi""]",4.9,58714,2001
tt2103254,Tammy,"[""Comedy"", ""Romance""]",4.9,55484,2014
tt2479478,"The Ridiculous 6","[""Action"", ""Adventure"", ""Comedy""]",4.9,54628,2015
tt0400497,"Herbie Fully Loaded","[""Adventure"", ""Comedy"", ""Family""]",4.9,51521,2005
tt0387575,"Seed of Chucky","[""Comedy"", ""Horror"", ""Thriller""]",4.9,51055,2004
tt0097474,"Halloween 5: The Revenge of Michael Myers","[""Horror"", ""Thriller""]",4.9,48147,1989
tt0104437,"Honey, I Blew Up the Kid","[""Adventure"", ""Comedy"", ""Family""]",4.9,47495,1992
tt12785720,"The Witcher: Blood Origin","[""Action"", ""Adventure"", ""Drama""]",4.9,45749,2022
tt0265087,"Black Knight","[""Adventure"", ""Comedy"", ""Fantasy""]",4.9,43923,2001
tt1314228,"Did You Hear About the Morgans?","[""Comedy"", ""Drama"", ""Romance""]",4.9,43158,2009
tt1366365,"The Cold Light of Day","[""Action"", ""Thriller""]",4.9,40095,2012
tt0219653,"Dracula 2000","[""Action"", ""Fantasy"", ""Horror""]",4.9,37096,2000
tt0118747,"Blues Brothers 2000","[""Action"", ""Comedy"", ""Crime""]",4.9,35132,1998
tt0285462,"Boat Trip","[""Comedy""]",4.9,32603,2002
tt0242998,Valentine,"[""Horror"", ""Mystery"", ""Thriller""]",4.9,30607,2001
tt1193516,"Recep Ivedik","[""Comedy""]",4.9,29414,2008
tt11497716,"The Legend","[""Action"", ""Drama"", ""Romance""]",4.9,29409,2022
tt4154858,Inhumans,"[""Action"", ""Adventure"", ""Sci-Fi""]",4.9,29276,2017
tt1452628,"Vanishing on 7th Street","[""Horror"", ""Mystery"", ""Thriller""]",4.9,27653,2010
tt10418662,Awake,"[""Action"", ""Adventure"", ""Drama""]",4.9,26911,2021
tt0363282,"New York Minute","[""Adventure"", ""Comedy"", ""Crime""]",4.9,25248,2004
tt0102719,"Problem Child 2","[""Comedy"", ""Family""]",4.9,24088,1991
tt0105128,"Pet Sematary II","[""Fantasy"", ""Horror"", ""Thriller""]",4.9,23924,1992
tt2974918,"Alvin and the Chipmunks: The Road Chip","[""Adventure"", ""Comedy"", ""Family""]",4.9,23282,2015
tt13029044,Mother/Android,"[""Drama"", ""Sci-Fi"", ""Thriller""]",4.9,21580,2021
tt1179817,"The Secret Life of the American Teenager","[""Comedy"", ""Drama"", ""Family""]",4.9,21108,2008
tt8150814,"There's Someone Inside Your House","[""Horror"", ""Mystery"", ""Thriller""]",4.9,20372,2021
tt1708532,Ready,"[""Action"", ""Comedy"", ""Romance""]",4.9,20115,2011
tt0315824,"The Big Bounce","[""Comedy"", ""Crime""]",4.9,18921,2004
tt2386237,Malevolent,"[""Horror"", ""Mystery"", ""Thriller""]",4.9,17643,2018
tt0865554,"The Informers","[""Crime"", ""Drama"", ""Thriller""]",4.9,17638,2008
tt0811106,"The Ten","[""Comedy"", ""Romance""]",4.9,17023,2007
tt0330099,"The Brown Bunny","[""Drama""]",4.9,16858,2003
tt0120724,"Knock Off","[""Action"", ""Crime"", ""Thriller""]",4.9,16669,1998
tt1911662,"Vehicle 19","[""Action"", ""Crime"", ""Thriller""]",4.9,16079,2013
tt1653690,"Ong Bak 3","[""Action""]",4.9,14877,2010
tt0274546,"Hellraiser: Hellseeker","[""Horror"", ""Mystery"", ""Thriller""]",4.9,14798,2002
tt11240506,"Nobody Sleeps in the Woods Tonight","[""Fantasy"", ""Horror"", ""Mystery""]",4.9,14543,2020
tt2193265,"Welcome to the Jungle","[""Action"", ""Adventure"", ""Comedy""]",4.9,14193,2013
tt4558376,Downhill,"[""Comedy"", ""Drama""]",4.9,13990,2020
tt1785635,"The Vault","[""Crime"", ""Horror"", ""Mystery""]",4.9,13810,2017
tt0132910,"The Crow: Salvation","[""Action"", ""Crime"", ""Fantasy""]",4.9,13007,2000
tt0389328,"Rise: Blood Hunter","[""Action"", ""Crime"", ""Horror""]",4.9,12677,2007
tt2070862,"Temptation: Confessions of a Marriage Counselor","[""Drama""]",4.9,12510,2013
tt0476958,Amusement,"[""Crime"", ""Horror"", ""Mystery""]",4.9,12505,2008
tt16437278,"The Strays","[""Drama"", ""Mystery"", ""Thriller""]",4.9,12447,2023
tt3082898,"Kickboxer: Vengeance","[""Action"", ""Crime"", ""Drama""]",4.9,12335,2016
tt0306734,"The Divorce","[""Comedy"", ""Drama"", ""Romance""]",4.9,12219,2003
tt1918734,2067,"[""Mystery"", ""Sci-Fi""]",4.9,12052,2020
tt7394816,Primal,"[""Action"", ""Thriller""]",4.9,11588,2019
tt5215088,"A.I. Rising","[""Drama"", ""Romance"", ""Sci-Fi""]",4.9,11544,2018
tt5075662,"The Isle","[""Fantasy"", ""Mystery"", ""Thriller""]",4.9,11540,2018
tt4559046,"Housefull 3","[""Action"", ""Comedy"", ""Romance""]",4.9,11062,2016
tt1268987,"Operation: Endgame","[""Action"", ""Comedy""]",4.9,10944,2010
tt0377309,"Survival Island","[""Drama"", ""Thriller""]",4.9,10640,2005
tt0463398,"Dancing with the Stars","[""Family"", ""Music"", ""Reality-TV""]",4.9,10597,2005
tt2318527,"Hell Baby","[""Comedy"", ""Horror""]",4.9,10181,2013
tt0949731,"The Happening","[""Adventure"", ""Drama"", ""Sci-Fi""]",5,219530,2008
tt0109813,"The Flintstones","[""Comedy"", ""Family"", ""Fantasy""]",5,87802,1994
tt9224104,"Meg 2: The Trench","[""Action"", ""Adventure"", ""Horror""]",5,86778,2023
tt0171363,"The Haunting","[""Fantasy"", ""Horror"", ""Mystery""]",5,81586,1999
tt5033998,"Charlie's Angels","[""Action"", ""Adventure"", ""Comedy""]",5,81160,2019
tt0436058,"American Pie Presents: Band Camp","[""Comedy""]",5,76455,2005
tt0086393,"Superman III","[""Action"", ""Adventure"", ""Comedy""]",5,75944,1983
tt10665342,"Halloween Ends","[""Drama"", ""Horror"", ""Mystery""]",5,74768,2022
tt1991245,"Chernobyl Diaries","[""Horror"", ""Mystery"", ""Thriller""]",5,69046,2012
tt0962726,"High School Musical 3: Senior Year","[""Comedy"", ""Drama"", ""Family""]",5,68691,2008
tt0433386,"The Grudge 2","[""Horror"", ""Thriller""]",5,51963,2006
tt0097981,"A Nightmare on Elm Street: The Dream Child","[""Fantasy"", ""Horror""]",5,51876,1989
tt2243537,"A Haunted House","[""Comedy"", ""Fantasy"", ""Horror""]",5,50743,2013
tt1540011,"Blair Witch","[""Horror"", ""Mystery"", ""Thriller""]",5,50618,2016
tt0808510,"Tooth Fairy","[""Comedy"", ""Family"", ""Fantasy""]",5,50487,2010
tt0455499,"Garfield: A Tail of Two Kitties","[""Adventure"", ""Comedy"", ""Family""]",5,48299,2006
tt0093756,"Police Academy 4: Citizens on Patrol","[""Comedy"", ""Crime""]",5,46501,1987
tt2473682,"Paranormal Activity: The Marked Ones","[""Horror"", ""Mystery""]",5,46031,2014
tt2637294,"Hot Tub Time Machine 2","[""Comedy"", ""Mystery"", ""Sci-Fi""]",5,42279,2015
tt2461132,"Happy New Year","[""Action"", ""Comedy"", ""Crime""]",5,41669,2014
tt1649444,"[REC] 3: Genesis","[""Action"", ""Horror"", ""Thriller""]",5,38837,2012
tt10699086,"Bachchhan Paandey","[""Action"", ""Comedy"", ""Crime""]",5,36788,2022
tt0097138,Cyborg,"[""Action"", ""Sci-Fi"", ""Thriller""]",5,35030,1989
tt1198138,Obsessed,"[""Drama"", ""Romance"", ""Thriller""]",5,34707,2009
tt0441796,"Stay Alive","[""Fantasy"", ""Horror"", ""Mystery""]",5,34451,2006
tt0282209,"Darkness Falls","[""Fantasy"", ""Horror"", ""Mystery""]",5,33899,2003
tt0061452,"Casino Royale","[""Comedy""]",5,33006,1967
tt1754730,"The Way to Paradise","[""Action"", ""Comedy"", ""Thriller""]",5,32365,2011
tt9691136,"Shadow in the Cloud","[""Action"", ""Horror"", ""War""]",5,32022,2020
tt7329656,"47 Meters Down: Uncaged","[""Adventure"", ""Drama"", ""Horror""]",5,31613,2019
tt0120458,Virus,"[""Action"", ""Horror"", ""Sci-Fi""]",5,30391,1999
tt0106375,"Beethoven's 2nd","[""Comedy"", ""Family"", ""Romance""]",5,30099,1993
tt0437179,"See No Evil","[""Action"", ""Horror"", ""Thriller""]",5,29303,2006
tt2620590,Leatherface,"[""Crime"", ""Horror"", ""Thriller""]",5,28678,2017
tt0429573,"An American Haunting","[""Drama"", ""Horror"", ""Mystery""]",5,27159,2005
tt2401807,Rage,"[""Action"", ""Thriller""]",5,25766,2014
tt0331468,"Cold Creek Manor","[""Drama"", ""Mystery"", ""Thriller""]",5,25120,2003
tt24517830,"Bad Newz","[""Comedy"", ""Romance""]",5,24818,2024
tt0430770,"The Women","[""Comedy"", ""Drama""]",5,23436,2008
tt0360556,"Fahrenheit 451","[""Drama"", ""Sci-Fi"", ""Thriller""]",5,23363,2018
tt1151922,"Miss March","[""Comedy"", ""Romance""]",5,22407,2009
tt1766094,"So Undercover","[""Action"", ""Comedy"", ""Crime""]",5,21426,2012
tt1742650,"I Don't Know How She Does It","[""Comedy"", ""Romance""]",5,21336,2011
tt0120701,"Holy Man","[""Comedy"", ""Drama""]",5,21154,1998
tt1188982,"Jai Ho","[""Action"", ""Drama""]",5,21044,2014
tt27729779,"The Platform 2","[""Horror"", ""Sci-Fi"", ""Thriller""]",5,20815,2024
tt0106400,"The Beverly Hillbillies","[""Comedy"", ""Family""]",5,20137,1993
tt0099994,"Leatherface: Texas Chainsaw Massacre III","[""Horror"", ""Thriller""]",5,19904,1990
tt2923316,"American Heist","[""Action"", ""Crime"", ""Drama""]",5,17746,2014
tt0119310,"Honey, We Shrunk Ourselves!","[""Action"", ""Adventure"", ""Comedy""]",5,17334,1997
tt1016075,Fame,"[""Drama"", ""Musical"", ""Romance""]",5,17028,2009
tt2960930,Extraterrestrial,"[""Action"", ""Horror"", ""Mystery""]",5,16923,2014
tt0411475,"Hell Ride","[""Action"", ""Drama"", ""Thriller""]",5,16521,2008
tt0120662,"Eye of the Beholder","[""Drama"", ""Mystery"", ""Thriller""]",5,16130,1999
tt0186975,"Down to You","[""Comedy"", ""Drama"", ""Romance""]",5,15860,2000
tt2072230,"Attack on Titan Part 1","[""Action"", ""Adventure"", ""Drama""]",5,15695,2015
tt0110123,"In the Army Now","[""Comedy"", ""War""]",5,14917,1994
tt1661326,"Shake It Up","[""Comedy"", ""Family""]",5,14740,2010
tt1319743,"Smokin' Aces 2: Assassins' Ball","[""Action"", ""Comedy"", ""Crime""]",5,14413,2010
tt0291082,"Cinderella II: Dreams Come True","[""Animation"", ""Family"", ""Fantasy""]",5,14147,2002
tt10128846,Megalopolis,"[""Drama"", ""Fantasy"", ""Sci-Fi""]",5,14079,2024
tt0239949,"Say It Isn't So","[""Comedy"", ""Romance""]",5,13880,2001
tt1646926,"Open Season 3","[""Adventure"", ""Animation"", ""Comedy""]",5,13605,2010
tt0099697,"Graveyard Shift","[""Horror""]",5,12969,1990
tt0086129,"Porky's II: The Next Day","[""Comedy""]",5,12937,1983
tt0120390,Turbulence,"[""Action"", ""Thriller""]",5,12860,1997
tt1403988,"The Romantics","[""Comedy"", ""Drama"", ""Romance""]",5,12587,2010
tt5884234,"First Kill","[""Action"", ""Thriller""]",5,12567,2017
tt2205401,Addicted,"[""Drama"", ""Romance"", ""Thriller""]",5,12470,2014
tt12547822,"Run Rabbit Run","[""Drama"", ""Horror"", ""Mystery""]",5,12071,2023
tt3038708,"Iron Sky: The Coming Race","[""Action"", ""Adventure"", ""Comedy""]",5,11990,2019
tt1757742,"Apartment 143","[""Horror"", ""Thriller""]",5,11868,2011
tt0117283,"The Pallbearer","[""Comedy"", ""Romance""]",5,11666,1996
tt2215285,"Madea's Witness Protection","[""Comedy"", ""Crime"", ""Drama""]",5,11492,2012
tt0344864,"Atlantis: Milo's Return","[""Action"", ""Adventure"", ""Animation""]",5,11468,2003
tt0804507,"Mother of Tears","[""Drama"", ""Horror"", ""Thriller""]",5,11345,2007
tt9815554,"Not to Forget","[""Drama""]",5,11279,2021
tt0401815,Tamara,"[""Drama"", ""Fantasy"", ""Horror""]",5,11249,2005
tt1578882,"Elephant White","[""Action"", ""Crime"", ""Thriller""]",5,11163,2011
tt1427298,"The Human Race","[""Action"", ""Comedy"", ""Horror""]",5,11104,2013
tt1806913,"Golmaal Again","[""Action"", ""Comedy"", ""Horror""]",5,11012,2017
tt6421110,"Proud Mary","[""Action"", ""Crime"", ""Drama""]",5,10982,2018
tt1033483,Kandisha,"[""Crime"", ""Fantasy"", ""Horror""]",5,10539,2008
tt1929308,"Magic Magic","[""Drama"", ""Thriller""]",5,10449,2013
tt20879602,"Maybe I Do","[""Comedy"", ""Romance""]",5,10082,2023
tt1325004,"The Twilight Saga: Eclipse","[""Action"", ""Adventure"", ""Drama""]",5.1,264790,2010
tt5108870,Morbius,"[""Action"", ""Adventure"", ""Horror""]",5.1,158327,2022
tt0443649,"10,000 BC","[""Action"", ""Adventure"", ""Drama""]",5.1,136433,2008
tt0449010,Eragon,"[""Action"", ""Adventure"", ""Family""]",5.1,131439,2006
tt0362120,"Scary Movie 4","[""Comedy""]",5.1,131090,2006
tt1956620,"Sex Tape","[""Comedy"", ""Romance""]",5.1,119160,2014
tt1144884,"The Final Destination","[""Horror"", ""Thriller""]",5.1,118049,2009
tt5834426,Moonfall,"[""Action"", ""Adventure"", ""Sci-Fi""]",5.1,102879,2022
tt0356634,"Garfield: The Movie","[""Adventure"", ""Comedy"", ""Family""]",5.1,95909,2004
tt1418377,"I, Frankenstein","[""Action"", ""Fantasy"", ""Sci-Fi""]",5.1,84386,2014
tt1600195,Abduction,"[""Action"", ""Drama"", ""Mystery""]",5.1,83947,2011
tt0377818,"The Dukes of Hazzard","[""Comedy""]",5.1,82541,2005
tt0114436,Showgirls,"[""Drama""]",5.1,76341,1995
tt0808146,"American Pie Presents: The Naked Mile","[""Comedy""]",5.1,75033,2006
tt0800069,"The Hills Have Eyes 2","[""Horror"", ""Thriller""]",5.1,68555,2007
tt5246700,"How It Ends","[""Action"", ""Drama"", ""Horror""]",5.1,59820,2018
tt19768024,"Indian Police Force","[""Action"", ""Crime"", ""Drama""]",5.1,58317,2024
tt0382992,Stealth,"[""Action"", ""Adventure"", ""Sci-Fi""]",5.1,56708,2005
tt2967224,"Hot Pursuit","[""Action"", ""Comedy"", ""Crime""]",5.1,54743,2015
tt0436339,G-Force,"[""Action"", ""Adventure"", ""Animation""]",5.1,50796,2009
tt1480656,Cosmopolis,"[""Crime"", ""Drama"", ""Fantasy""]",5.1,50647,2012
tt0455857,"When a Stranger Calls","[""Horror"", ""Thriller""]",5.1,49264,2006
tt0089893,"Red Sonja","[""Action"", ""Adventure"", ""Fantasy""]",5.1,45583,1985
tt0765476,"Meet Dave","[""Adventure"", ""Comedy"", ""Family""]",5.1,44243,2008
tt4593060,Pinocchio,"[""Adventure"", ""Comedy"", ""Drama""]",5.1,43118,2022
tt0402901,"The Cave","[""Adventure"", ""Horror"", ""Sci-Fi""]",5.1,42135,2005
tt14309446,"Me Time","[""Comedy""]",5.1,41846,2022
tt0204313,"Exorcist: The Beginning","[""Horror"", ""Mystery"", ""Thriller""]",5.1,40376,2004
tt10362466,"After We Collided","[""Drama"", ""Romance""]",5.1,39891,2020
tt4535650,Dilwale,"[""Action"", ""Comedy"", ""Drama""]",5.1,39271,2015
tt0313911,"Agent Cody Banks","[""Action"", ""Adventure"", ""Comedy""]",5.1,37451,2003
tt0208988,"Get Carter","[""Action"", ""Crime"", ""Drama""]",5.1,37327,2000
tt0117331,"The Phantom","[""Action"", ""Adventure"", ""Comedy""]",5.1,36243,1996
tt0257516,Cursed,"[""Comedy"", ""Horror""]",5.1,35535,2005
tt0108162,Sliver,"[""Drama"", ""Thriller""]",5.1,34663,1993
tt0105629,Toys,"[""Adventure"", ""Comedy"", ""Drama""]",5.1,33998,1992
tt0383010,"The Three Stooges","[""Comedy"", ""Family""]",5.1,33482,2012
tt0790604,"Deck the Halls","[""Comedy"", ""Family""]",5.1,33457,2006
tt1232783,"Sorority Row","[""Horror"", ""Mystery""]",5.1,32807,2009
tt9419056,"The Unholy","[""Drama"", ""Horror"", ""Mystery""]",5.1,28727,2021
tt0361620,"First Daughter","[""Comedy"", ""Drama"", ""Romance""]",5.1,28372,2004
tt2231554,"Grave Encounters 2","[""Horror"", ""Mystery""]",5.1,28129,2012
tt0102558,"Nothing But Trouble","[""Comedy""]",5.1,28006,1991
tt0100240,"The NeverEnding Story II: The Next Chapter","[""Adventure"", ""Drama"", ""Family""]",5.1,27870,1990
tt0118604,"An American Werewolf in Paris","[""Comedy"", ""Fantasy"", ""Horror""]",5.1,27517,1997
tt0457495,Stormbreaker,"[""Action"", ""Adventure"", ""Family""]",5.1,25832,2006
tt0097368,"The Fly II","[""Drama"", ""Horror"", ""Sci-Fi""]",5.1,25129,1989
tt0116514,"Hellraiser: Bloodline","[""Horror"", ""Sci-Fi""]",5.1,25118,1996
tt6836936,Saaho,"[""Action"", ""Thriller""]",5.1,24339,2019
tt23900194,"Harry & Meghan","[""Biography"", ""Documentary""]",5.1,23630,2022
tt3835080,31,"[""Horror"", ""Thriller""]",5.1,23479,2016
tt5322012,"Wish Upon","[""Drama"", ""Fantasy"", ""Horror""]",5.1,23379,2017
tt15387022,Revenge/Justice,"[""Action"", ""Adventure"", ""Drama""]",5.1,23278,2024
tt5997666,"Jab Harry Met Sejal","[""Comedy"", ""Drama"", ""Romance""]",5.1,23163,2017
tt15441054,"Gadar 2","[""Action"", ""Adventure"", ""Drama""]",5.1,22855,2023
tt5360952,"The Hurricane Heist","[""Action"", ""Adventure"", ""Crime""]",5.1,22731,2018
tt1659343,"Universal Soldier: Day of Reckoning","[""Action"", ""Horror"", ""Mystery""]",5.1,21590,2012
tt0283026,Swimfan,"[""Drama"", ""Thriller""]",5.1,21465,2002
tt2235779,"The Quiet Ones","[""Horror"", ""Mystery"", ""Thriller""]",5.1,21391,2014
tt1020885,"Vampire Killers","[""Action"", ""Comedy"", ""Fantasy""]",5.1,21038,2009
tt0113114,"Free Willy 2: The Adventure Home","[""Adventure"", ""Drama"", ""Family""]",5.1,19828,1995
tt1945084,Everly,"[""Action"", ""Thriller""]",5.1,19629,2014
tt0119123,"Fire Down Below","[""Action"", ""Drama"", ""Thriller""]",5.1,19362,1997
tt0120596,"The Bachelor","[""Comedy"", ""Romance""]",5.1,19134,1999
tt1391034,"And Soon the Darkness","[""Drama"", ""Horror"", ""Mystery""]",5.1,18968,2010
tt0304711,"The Order","[""Horror"", ""Mystery"", ""Thriller""]",5.1,18627,2003
tt4196566,"The Deliverance","[""Horror"", ""Thriller""]",5.1,18238,2024
tt1535612,"The Son of No One","[""Action"", ""Crime"", ""Drama""]",5.1,18152,2011
tt7805960,Torbaaz,"[""Action"", ""Drama"", ""Sport""]",5.1,18082,2020
tt0107478,"Made in America","[""Comedy""]",5.1,18033,1993
tt0087032,"Cannonball Run II","[""Action"", ""Comedy""]",5.1,17731,1984
tt3462710,Unforgettable,"[""Drama"", ""Thriller""]",5.1,16917,2017
tt9134216,"Playing with Fire","[""Comedy"", ""Family""]",5.1,16807,2019
tt0234829,"Summer Catch","[""Comedy"", ""Drama"", ""Romance""]",5.1,16802,2001
tt22504924,"No War","[""Action"", ""Drama"", ""Short""]",5.1,16207,2022
tt4530884,"I Spit on Your Grave: Vengeance Is Mine","[""Horror"", ""Thriller""]",5.1,15974,2015
tt1013860,"Dylan Dog: Dead of Night","[""Action"", ""Comedy"", ""Crime""]",5.1,15753,2010
tt0093857,"Revenge of the Nerds II: Nerds in Paradise","[""Comedy""]",5.1,15659,1987
tt0163983,"Bless the Child","[""Crime"", ""Drama"", ""Horror""]",5.1,15519,2000
tt1213012,"Alpha and Omega","[""Adventure"", ""Animation"", ""Comedy""]",5.1,15422,2010
tt1276434,"Van Wilder: Freshman Year","[""Comedy"", ""Romance""]",5.1,15252,2009
